Price,Doors,Seats,Safety,Worth
Low,Four,Four,Medium,Yes
Low,Four,Four,High,Yes
Low,Four,Four,Low,No
Low,Four,Four,Medium,Yes
Low,Four,Four,High,Yes
Low,Four,Four,Low,No
Low,Four,Four,Medium,Yes
Low,Four,Four,High,Yes
Low,Four,Four,Low,No
Low,Four,Four,Medium,Yes
Low,Four,Four,High,Yes
Low,Four,Four,Low,No
Low,Four,Four,Medium,Yes
Low,Four,Four,High,Yes
Low,Four,Four,Low,No
Low,Four,Four,Medium,Yes
Low,Four,Four,High,Yes
Low,Four,Four,Low,No
Low,Four,Four,Medium,Yes
Low,Four,Four,High,Yes
Low,Four,Four,Low,No
Low,Four,Four,Medium,Yes
Low,Four,Four,High,Yes
Low,Four,Four,Low,No
Low,Four,Four,Medium,Yes
Low,Four,Four,High,Yes
Low,Four,Four,Low,No
Low,Four,Four,Medium,Yes
Low,Four,Four,High,Yes
High,> Five,Four,Low,No
High,> Five,Four,Medium,No
High,> Five,Four,High,No
High,> Five,Four,Low,No
High,> Five,Four,Medium,No
High,> Five,Four,High,No
High,> Five,Four,Low,No
High,> Five,Four,Medium,No
High,> Five,Four,High,No
High,> Five,Four,Low,No
High,> Five,Four,Medium,No
High,> Five,Four,High,No
High,> Five,Four,Low,No
High,> Five,Four,Medium,No
High,> Five,Four,High,No
High,> Five,Four,Low,No
High,> Five,Four,Medium,No
High,> Five,Four,High,No
High,> Five,Four,Low,No
High,> Five,Four,Medium,No
High,> Five,Four,High,Yes
High,> Five,Four,Low,No
High,> Five,Four,Medium,Yes
High,> Five,Four,High,Yes
High,> Five,Four,Low,No
High,> Five,Four,Medium,Yes
High,> Five,Four,High,Yes
High,> Five,Four,Low,No
High,> Five,Four,Medium,No
High,> Five,Four,High,Yes
High,> Five,Four,Low,No
High,> Five,Four,Medium,Yes
High,> Five,Four,High,Yes
High,> Five,Four,Low,No
High,> Five,Four,Medium,Yes
High,> Five,Four,High,Yes
High,> Five,Four,Low,No
High,> Five,Four,Medium,No
High,> Five,Four,High,No
High,> Five,Four,Low,No
High,> Five,Four,Medium,No
High,> Five,Four,High,No
High,> Five,Four,Low,No
High,> Five,Four,Medium,No
High,> Five,Four,High,No
High,> Five,Four,Low,No
High,> Five,Four,Medium,No
High,> Five,Four,High,Yes
High,> Five,Four,Low,No
High,> Five,Four,Medium,Yes
High,> Five,Four,High,Yes
High,> Five,Four,Low,No
High,> Five,Four,Medium,Yes
High,> Five,Four,High,Yes
High,> Five,Four,Low,No
High,> Five,Four,Medium,No
High,> Five,Four,High,Yes
High,> Five,Four,Low,No
High,> Five,Four,Medium,Yes
High,> Five,Four,High,Yes
High,> Five,Four,Low,No
High,> Five,Four,Medium,Yes
High,> Five,Four,High,Yes
High,> Five,Four,Low,No
High,> Five,Four,Medium,No
High,> Five,Four,High,Yes
High,> Five,Four,Low,No
High,> Five,Four,Medium,Yes
High,> Five,Four,High,Yes
High,> Five,Four,Low,No
High,> Five,Four,Medium,Yes
High,> Five,Four,High,Yes
Medium,> Five,Four,Low,No
Medium,> Five,Four,Medium,No
Medium,> Five,Four,High,Yes
Medium,> Five,Four,Low,No
Medium,> Five,Four,Medium,Yes
Medium,> Five,Four,High,Yes
Medium,> Five,Four,Low,No
Medium,> Five,Four,Medium,Yes
Medium,> Five,Four,High,Yes
Medium,> Five,Four,Low,No
Medium,> Five,Four,Medium,No
Medium,> Five,Four,High,Yes
Medium,> Five,Four,Low,No
Medium,> Five,Four,Medium,Yes
Medium,> Five,Four,High,Yes
Medium,> Five,Four,Low,No
Medium,> Five,Four,Medium,Yes
Medium,> Five,Four,High,Yes
Medium,> Five,Four,Low,No
Medium,> Five,Four,Medium,Yes
Medium,> Five,Four,High,Yes
Medium,> Five,Four,Low,No
Medium,> Five,Four,Medium,Yes
Medium,> Five,Four,High,Yes
Medium,> Five,Four,Low,No
Medium,> Five,Four,Medium,Yes
Medium,> Five,Four,High,Yes
Medium,> Five,Four,Low,No
Medium,> Five,Four,Medium,Yes
Medium,> Five,Four,High,Yes
Medium,> Five,Four,Low,No
Medium,> Five,Four,Medium,Yes
Medium,> Five,Four,High,Yes
Medium,> Five,Four,Low,No
Medium,> Five,Four,Medium,Yes
Medium,> Five,Four,High,Yes
Low,> Five,Four,Low,No
Low,> Five,Four,Medium,No
Low,> Five,Four,High,Yes
Low,> Five,Four,Low,No
Low,> Five,Four,Medium,Yes
Low,> Five,Four,High,Yes
Low,> Five,Four,Low,No
Low,> Five,Four,Medium,Yes
Low,> Five,Four,High,Yes
Low,> Five,Four,Low,No
Low,> Five,Four,Medium,Yes
Low,> Five,Four,High,Yes
Low,> Five,Four,Low,No
Low,> Five,Four,Medium,Yes
Low,> Five,Four,High,Yes
Low,> Five,Four,Low,No
Low,> Five,Four,Medium,Yes
Low,> Five,Four,High,Yes
Low,> Five,Four,Low,No
Low,> Five,Four,Medium,Yes
Low,> Five,Four,High,Yes
Low,> Five,Four,Low,No
Low,> Five,Four,Medium,Yes
Low,> Five,Four,High,Yes
Low,> Five,Four,Low,No
Low,> Five,Four,Medium,Yes
Low,> Five,Four,High,Yes
Low,> Five,Four,Low,No
Low,> Five,Four,Medium,Yes
Low,> Five,Four,High,Yes
Low,> Five,Four,Low,No
Low,> Five,Four,Medium,Yes
Low,> Five,Four,High,Yes
Low,> Five,Four,Low,No
Low,> Five,Four,Medium,Yes
Low,> Five,Four,High,Yes
High,Two,> Five,Low,No
High,Two,> Five,Medium,No
High,Two,> Five,High,No
High,Two,> Five,Low,No
High,Two,> Five,Medium,No
High,Two,> Five,High,No
High,Two,> Five,Low,No
High,Two,> Five,Medium,No
High,Two,> Five,High,No
High,Two,> Five,Low,No
High,Two,> Five,Medium,No
High,Two,> Five,High,No
High,Two,> Five,Low,No
High,Two,> Five,Medium,No
High,Two,> Five,High,No
High,Two,> Five,Low,No
High,Two,> Five,Medium,No
High,Two,> Five,High,No
High,Two,> Five,Low,No
High,Two,> Five,Medium,No
High,Two,> Five,High,No
High,Two,> Five,Low,No
High,Two,> Five,Medium,No
High,Two,> Five,High,Yes
High,Two,> Five,Low,No
High,Two,> Five,Medium,Yes
High,Two,> Five,High,Yes
High,Two,> Five,Low,No
High,Two,> Five,Medium,No
High,Two,> Five,High,No
High,Two,> Five,Low,No
High,Two,> Five,Medium,No
High,Two,> Five,High,Yes
High,Two,> Five,Low,No
High,Two,> Five,Medium,Yes
High,Two,> Five,High,Yes
High,Two,> Five,Low,No
High,Two,> Five,Medium,No
High,Two,> Five,High,No
High,Two,> Five,Low,No
High,Two,> Five,Medium,No
High,Two,> Five,High,No
High,Two,> Five,Low,No
High,Two,> Five,Medium,No
High,Two,> Five,High,No
High,Two,> Five,Low,No
High,Two,> Five,Medium,No
High,Two,> Five,High,No
High,Two,> Five,Low,No
High,Two,> Five,Medium,No
High,Two,> Five,High,Yes
High,Two,> Five,Low,No
High,Two,> Five,Medium,Yes
High,Two,> Five,High,Yes
High,Two,> Five,Low,No
High,Two,> Five,Medium,No
High,Two,> Five,High,No
High,Two,> Five,Low,No
High,Two,> Five,Medium,No
High,Two,> Five,High,Yes
High,Two,> Five,Low,No
High,Two,> Five,Medium,Yes
High,Two,> Five,High,Yes
High,Two,> Five,Low,No
High,Two,> Five,Medium,No
High,Two,> Five,High,No
High,Two,> Five,Low,No
High,Two,> Five,Medium,No
High,Two,> Five,High,Yes
High,Two,> Five,Low,No
High,Two,> Five,Medium,Yes
High,Two,> Five,High,Yes
Medium,Two,> Five,Low,No
Medium,Two,> Five,Medium,No
Medium,Two,> Five,High,No
Medium,Two,> Five,Low,No
Medium,Two,> Five,Medium,No
Medium,Two,> Five,High,Yes
Medium,Two,> Five,Low,No
Medium,Two,> Five,Medium,Yes
Medium,Two,> Five,High,Yes
Medium,Two,> Five,Low,No
Medium,Two,> Five,Medium,No
Medium,Two,> Five,High,No
Medium,Two,> Five,Low,No
Medium,Two,> Five,Medium,No
Medium,Two,> Five,High,Yes
Medium,Two,> Five,Low,No
Medium,Two,> Five,Medium,Yes
Medium,Two,> Five,High,Yes
Medium,Two,> Five,Low,No
Medium,Two,> Five,Medium,No
Medium,Two,> Five,High,No
Medium,Two,> Five,Low,No
Medium,Two,> Five,Medium,Yes
Medium,Two,> Five,High,Yes
Medium,Two,> Five,Low,No
Medium,Two,> Five,Medium,Yes
Medium,Two,> Five,High,Yes
Medium,Two,> Five,Low,No
Medium,Two,> Five,Medium,No
Medium,Two,> Five,High,No
Medium,Two,> Five,Low,No
Medium,Two,> Five,Medium,Yes
Medium,Two,> Five,High,Yes
Medium,Two,> Five,Low,No
Medium,Two,> Five,Medium,Yes
Medium,Two,> Five,High,Yes
Low,Two,> Five,Low,No
Low,Two,> Five,Medium,No
Low,Two,> Five,High,No
Low,Two,> Five,Low,No
Low,Two,> Five,Medium,No
Low,Two,> Five,High,Yes
Low,Two,> Five,Low,No
Low,Two,> Five,Medium,Yes
Low,Two,> Five,High,Yes
Low,Two,> Five,Low,No
Low,Two,> Five,Medium,No
Low,Two,> Five,High,No
Low,Two,> Five,Low,No
Low,Two,> Five,Medium,Yes
Low,Two,> Five,High,Yes
Low,Two,> Five,Low,No
Low,Two,> Five,Medium,Yes
Low,Two,> Five,High,Yes
Low,Two,> Five,Low,No
Low,Two,> Five,Medium,No
Low,Two,> Five,High,No
Low,Two,> Five,Low,No
Low,Two,> Five,Medium,Yes
Low,Two,> Five,High,Yes
Low,Two,> Five,Low,No
Low,Two,> Five,Medium,Yes
Low,Two,> Five,High,Yes
Low,Two,> Five,Low,No
Low,Two,> Five,Medium,No
Low,Two,> Five,High,No
Low,Two,> Five,Low,No
Low,Two,> Five,Medium,Yes
Low,Two,> Five,High,Yes
Low,Two,> Five,Low,No
Low,Two,> Five,Medium,Yes
Low,Two,> Five,High,Yes
High,Three,> Five,Low,No
High,Three,> Five,Medium,No
High,Three,> Five,High,No
High,Three,> Five,Low,No
High,Three,> Five,Medium,No
High,Three,> Five,High,No
High,Three,> Five,Low,No
High,Three,> Five,Medium,No
High,Three,> Five,High,No
High,Three,> Five,Low,No
High,Three,> Five,Medium,No
High,Three,> Five,High,No
High,Three,> Five,Low,No
High,Three,> Five,Medium,No
High,Three,> Five,High,No
High,Three,> Five,Low,No
High,Three,> Five,Medium,No
High,Three,> Five,High,No
High,Three,> Five,Low,No
High,Three,> Five,Medium,No
High,Three,> Five,High,Yes
High,Three,> Five,Low,No
High,Three,> Five,Medium,Yes
High,Three,> Five,High,Yes
High,Three,> Five,Low,No
High,Three,> Five,Medium,Yes
High,Three,> Five,High,Yes
High,Three,> Five,Low,No
High,Three,> Five,Medium,No
High,Three,> Five,High,Yes
High,Three,> Five,Low,No
High,Three,> Five,Medium,Yes
High,Three,> Five,High,Yes
High,Three,> Five,Low,No
High,Three,> Five,Medium,Yes
High,Three,> Five,High,Yes
High,Three,> Five,Low,No
High,Three,> Five,Medium,No
High,Three,> Five,High,No
High,Three,> Five,Low,No
High,Three,> Five,Medium,No
High,Three,> Five,High,No
High,Three,> Five,Low,No
High,Three,> Five,Medium,No
High,Three,> Five,High,No
High,Three,> Five,Low,No
High,Three,> Five,Medium,No
High,Three,> Five,High,Yes
High,Three,> Five,Low,No
High,Three,> Five,Medium,Yes
High,Three,> Five,High,Yes
High,Three,> Five,Low,No
High,Three,> Five,Medium,Yes
High,Three,> Five,High,Yes
High,Three,> Five,Low,No
High,Three,> Five,Medium,No
High,Three,> Five,High,Yes
High,Three,> Five,Low,No
High,Three,> Five,Medium,Yes
High,Three,> Five,High,Yes
High,Three,> Five,Low,No
High,Three,> Five,Medium,Yes
High,Three,> Five,High,Yes
High,Three,> Five,Low,No
High,Three,> Five,Medium,No
High,Three,> Five,High,Yes
High,Three,> Five,Low,No
High,Three,> Five,Medium,Yes
High,Three,> Five,High,Yes
High,Three,> Five,Low,No
High,Three,> Five,Medium,Yes
High,Three,> Five,High,Yes
Medium,Three,> Five,Low,No
Medium,Three,> Five,Medium,No
Medium,Three,> Five,High,Yes
Medium,Three,> Five,Low,No
Medium,Three,> Five,Medium,Yes
Medium,Three,> Five,High,Yes
Medium,Three,> Five,Low,No
Medium,Three,> Five,Medium,Yes
Medium,Three,> Five,High,Yes
Medium,Three,> Five,Low,No
Medium,Three,> Five,Medium,No
Medium,Three,> Five,High,Yes
Medium,Three,> Five,Low,No
Medium,Three,> Five,Medium,Yes
Medium,Three,> Five,High,Yes
Medium,Three,> Five,Low,No
Medium,Three,> Five,Medium,Yes
Medium,Three,> Five,High,Yes
Medium,Three,> Five,Low,No
Medium,Three,> Five,Medium,Yes
Medium,Three,> Five,High,Yes
Medium,Three,> Five,Low,No
Medium,Three,> Five,Medium,Yes
Medium,Three,> Five,High,Yes
Medium,Three,> Five,Low,No
Medium,Three,> Five,Medium,Yes
Medium,Three,> Five,High,Yes
Medium,Three,> Five,Low,No
Medium,Three,> Five,Medium,Yes
Medium,Three,> Five,High,Yes
Medium,Three,> Five,Low,No
Medium,Three,> Five,Medium,Yes
Medium,Three,> Five,High,Yes
Medium,Three,> Five,Low,No
Medium,Three,> Five,Medium,Yes
Medium,Three,> Five,High,Yes
Low,Three,> Five,Low,No
Low,Three,> Five,Medium,No
Low,Three,> Five,High,Yes
Low,Three,> Five,Low,No
Low,Three,> Five,Medium,Yes
Low,Three,> Five,High,Yes
Low,Three,> Five,Low,No
Low,Three,> Five,Medium,Yes
Low,Three,> Five,High,Yes
Low,Three,> Five,Low,No
Low,Three,> Five,Medium,Yes
Low,Three,> Five,High,Yes
Low,Three,> Five,Low,No
Low,Three,> Five,Medium,Yes
Low,Three,> Five,High,Yes
Low,Three,> Five,Low,No
Low,Three,> Five,Medium,Yes
Low,Three,> Five,High,Yes
Low,Three,> Five,Low,No
Low,Three,> Five,Medium,Yes
Low,Three,> Five,High,Yes
Low,Three,> Five,Low,No
Low,Three,> Five,Medium,Yes
Low,Three,> Five,High,Yes
Low,Three,> Five,Low,No
Low,Three,> Five,Medium,Yes
Low,Three,> Five,High,Yes
Low,Three,> Five,Low,No
Low,Three,> Five,Medium,Yes
Low,Three,> Five,High,Yes
Low,Three,> Five,Low,No
Low,Three,> Five,Medium,Yes
Low,Three,> Five,High,Yes
Low,Three,> Five,Low,No
Low,Three,> Five,Medium,Yes
Low,Three,> Five,High,Yes
High,Four,> Five,Low,No
High,Four,> Five,Medium,No
High,Four,> Five,High,No
High,Four,> Five,Low,No
High,Four,> Five,Medium,No
High,Four,> Five,High,No
High,Four,> Five,Low,No
High,Four,> Five,Medium,No
High,Four,> Five,High,No
High,Four,> Five,Low,No
High,Four,> Five,Medium,No
High,Four,> Five,High,No
High,Four,> Five,Low,No
High,Four,> Five,Medium,No
High,Four,> Five,High,No
High,Four,> Five,Low,No
High,Four,> Five,Medium,No
High,Four,> Five,High,No
High,Four,> Five,Low,No
High,Four,> Five,Medium,No
High,Four,> Five,High,Yes
High,Four,> Five,Low,No
High,Four,> Five,Medium,Yes
High,Four,> Five,High,Yes
High,Four,> Five,Low,No
High,Four,> Five,Medium,Yes
High,Four,> Five,High,Yes
High,Four,> Five,Low,No
High,Four,> Five,Medium,No
High,Four,> Five,High,Yes
High,Four,> Five,Low,No
High,Four,> Five,Medium,Yes
High,Four,> Five,High,Yes
High,Four,> Five,Low,No
High,Four,> Five,Medium,Yes
High,Four,> Five,High,Yes
High,Four,> Five,Low,No
High,Four,> Five,Medium,No
High,Four,> Five,High,No
High,Four,> Five,Low,No
High,Four,> Five,Medium,No
High,Four,> Five,High,No
High,Four,> Five,Low,No
High,Four,> Five,Medium,No
High,Four,> Five,High,No
High,Four,> Five,Low,No
High,Four,> Five,Medium,No
High,Four,> Five,High,Yes
High,Four,> Five,Low,No
High,Four,> Five,Medium,Yes
High,Four,> Five,High,Yes
High,Four,> Five,Low,No
High,Four,> Five,Medium,Yes
High,Four,> Five,High,Yes
High,Four,> Five,Low,No
High,Four,> Five,Medium,No
High,Four,> Five,High,Yes
High,Four,> Five,Low,No
High,Four,> Five,Medium,Yes
High,Four,> Five,High,Yes
High,Four,> Five,Low,No
High,Four,> Five,Medium,Yes
High,Four,> Five,High,Yes
High,Four,> Five,Low,No
High,Four,> Five,Medium,No
High,Four,> Five,High,Yes
High,Four,> Five,Low,No
High,Four,> Five,Medium,Yes
High,Four,> Five,High,Yes
High,Four,> Five,Low,No
High,Four,> Five,Medium,Yes
High,Four,> Five,High,Yes
Medium,Four,> Five,Low,No
Medium,Four,> Five,Medium,No
Medium,Four,> Five,High,Yes
Medium,Four,> Five,Low,No
Medium,Four,> Five,Medium,Yes
Medium,Four,> Five,High,Yes
Medium,Four,> Five,Low,No
Medium,Four,> Five,Medium,Yes
Medium,Four,> Five,High,Yes
Medium,Four,> Five,Low,No
Medium,Four,> Five,Medium,No
Medium,Four,> Five,High,Yes
Medium,Four,> Five,Low,No
Medium,Four,> Five,Medium,Yes
Medium,Four,> Five,High,Yes
Medium,Four,> Five,Low,No
Medium,Four,> Five,Medium,Yes
Medium,Four,> Five,High,Yes
Medium,Four,> Five,Low,No
Medium,Four,> Five,Medium,Yes
Medium,Four,> Five,High,Yes
Medium,Four,> Five,Low,No
Medium,Four,> Five,Medium,Yes
Medium,Four,> Five,High,Yes
Medium,Four,> Five,Low,No
Medium,Four,> Five,Medium,Yes
Medium,Four,> Five,High,Yes
Medium,Four,> Five,Low,No
Medium,Four,> Five,Medium,Yes
Medium,Four,> Five,High,Yes
Medium,Four,> Five,Low,No
Medium,Four,> Five,Medium,Yes
Medium,Four,> Five,High,Yes
Medium,Four,> Five,Low,No
Medium,Four,> Five,Medium,Yes
Medium,Four,> Five,High,Yes
Low,Four,> Five,Low,No
Low,Four,> Five,Medium,No
Low,Four,> Five,High,Yes
Low,Four,> Five,Low,No
Low,Four,> Five,Medium,Yes
Low,Four,> Five,High,Yes
Low,Four,> Five,Low,No
Low,Four,> Five,Medium,Yes
Low,Four,> Five,High,Yes
Low,Four,> Five,Low,No
Low,Four,> Five,Medium,Yes
Low,Four,> Five,High,Yes
Low,Four,> Five,Low,No
Low,Four,> Five,Medium,Yes
Low,Four,> Five,High,Yes
Low,Four,> Five,Low,No
Low,Four,> Five,Medium,Yes
Low,Four,> Five,High,Yes
Low,Four,> Five,Low,No
Low,Four,> Five,Medium,Yes
Low,Four,> Five,High,Yes
Low,Four,> Five,Low,No
Low,Four,> Five,Medium,Yes
Low,Four,> Five,High,Yes
Low,Four,> Five,Low,No
Low,Four,> Five,Medium,Yes
Low,Four,> Five,High,Yes
Low,Four,> Five,Low,No
Low,Four,> Five,Medium,Yes
Low,Four,> Five,High,Yes
Low,Four,> Five,Low,No
Low,Four,> Five,Medium,Yes
Low,Four,> Five,High,Yes
Low,Four,> Five,Low,No
Low,Four,> Five,Medium,Yes
Low,Four,> Five,High,Yes
High,> Five,> Five,Low,No
High,> Five,> Five,Medium,No
High,> Five,> Five,High,No
High,> Five,> Five,Low,No
High,> Five,> Five,Medium,No
High,> Five,> Five,High,No
High,> Five,> Five,Low,No
High,> Five,> Five,Medium,No
High,> Five,> Five,High,No
High,> Five,> Five,Low,No
High,> Five,> Five,Medium,No
High,> Five,> Five,High,No
High,> Five,> Five,Low,No
High,> Five,> Five,Medium,No
High,> Five,> Five,High,No
High,> Five,> Five,Low,No
High,> Five,> Five,Medium,No
High,> Five,> Five,High,No
High,> Five,> Five,Low,No
High,> Five,> Five,Medium,No
High,> Five,> Five,High,Yes
High,> Five,> Five,Low,No
High,> Five,> Five,Medium,Yes
High,> Five,> Five,High,Yes
High,> Five,> Five,Low,No
High,> Five,> Five,Medium,Yes
High,> Five,> Five,High,Yes
High,> Five,> Five,Low,No
High,> Five,> Five,Medium,No
High,> Five,> Five,High,Yes
High,> Five,> Five,Low,No
High,> Five,> Five,Medium,Yes
High,> Five,> Five,High,Yes
High,> Five,> Five,Low,No
High,> Five,> Five,Medium,Yes
High,> Five,> Five,High,Yes
High,> Five,> Five,Low,No
High,> Five,> Five,Medium,No
High,> Five,> Five,High,No
High,> Five,> Five,Low,No
High,> Five,> Five,Medium,No
High,> Five,> Five,High,No
High,> Five,> Five,Low,No
High,> Five,> Five,Medium,No
High,> Five,> Five,High,No
High,> Five,> Five,Low,No
High,> Five,> Five,Medium,No
High,> Five,> Five,High,Yes
High,> Five,> Five,Low,No
High,> Five,> Five,Medium,Yes
High,> Five,> Five,High,Yes
High,> Five,> Five,Low,No
High,> Five,> Five,Medium,Yes
High,> Five,> Five,High,Yes
High,> Five,> Five,Low,No
High,> Five,> Five,Medium,No
High,> Five,> Five,High,Yes
High,> Five,> Five,Low,No
High,> Five,> Five,Medium,Yes
High,> Five,> Five,High,Yes
High,> Five,> Five,Low,No
High,> Five,> Five,Medium,Yes
High,> Five,> Five,High,Yes
High,> Five,> Five,Low,No
High,> Five,> Five,Medium,No
High,> Five,> Five,High,Yes
High,> Five,> Five,Low,No
High,> Five,> Five,Medium,Yes
High,> Five,> Five,High,Yes
High,> Five,> Five,Low,No
High,> Five,> Five,Medium,Yes
High,> Five,> Five,High,Yes
Medium,> Five,> Five,Low,No
Medium,> Five,> Five,Medium,No
Medium,> Five,> Five,High,Yes
Medium,> Five,> Five,Low,No
Medium,> Five,> Five,Medium,Yes
Medium,> Five,> Five,High,Yes
Medium,> Five,> Five,Low,No
Medium,> Five,> Five,Medium,Yes
Medium,> Five,> Five,High,Yes
Medium,> Five,> Five,Low,No
Medium,> Five,> Five,Medium,No
Medium,> Five,> Five,High,Yes
Medium,> Five,> Five,Low,No
Medium,> Five,> Five,Medium,Yes
Medium,> Five,> Five,High,Yes
Medium,> Five,> Five,Low,No
Medium,> Five,> Five,Medium,Yes
Medium,> Five,> Five,High,Yes
Medium,> Five,> Five,Low,No
Medium,> Five,> Five,Medium,Yes
Medium,> Five,> Five,High,Yes
Medium,> Five,> Five,Low,No
Medium,> Five,> Five,Medium,Yes
Medium,> Five,> Five,High,Yes
Medium,> Five,> Five,Low,No
Medium,> Five,> Five,Medium,Yes
Medium,> Five,> Five,High,Yes
Medium,> Five,> Five,Low,No
Medium,> Five,> Five,Medium,Yes
Medium,> Five,> Five,High,Yes
Medium,> Five,> Five,Low,No
Medium,> Five,> Five,Medium,Yes
Medium,> Five,> Five,High,Yes
Medium,> Five,> Five,Low,No
Medium,> Five,> Five,Medium,Yes
Medium,> Five,> Five,High,Yes
Low,> Five,> Five,Low,No
Low,> Five,> Five,Medium,No
Low,> Five,> Five,High,Yes
Low,> Five,> Five,Low,No
Low,> Five,> Five,Medium,Yes
Low,> Five,> Five,High,Yes
Low,> Five,> Five,Low,No
Low,> Five,> Five,Medium,Yes
Low,> Five,> Five,High,Yes
Low,> Five,> Five,Low,No
Low,> Five,> Five,Medium,Yes
Low,> Five,> Five,High,Yes
Low,> Five,> Five,Low,No
Low,> Five,> Five,Medium,Yes
Low,> Five,> Five,High,Yes
Low,> Five,> Five,Low,No
Low,> Five,> Five,Medium,Yes
Low,> Five,> Five,High,Yes
Low,> Five,> Five,Low,No
Low,> Five,> Five,Medium,Yes
Low,> Five,> Five,High,Yes
Low,> Five,> Five,Low,No
Low,> Five,> Five,Medium,Yes
Low,> Five,> Five,High,Yes
Low,> Five,> Five,Low,No
Low,> Five,> Five,Medium,Yes
Low,> Five,> Five,High,Yes
Low,> Five,> Five,Low,No
Low,> Five,> Five,Medium,Yes
Low,> Five,> Five,High,Yes
Low,> Five,> Five,Low,No
Low,> Five,> Five,Medium,Yes
Low,> Five,> Five,High,Yes
Low,> Five,> Five,Low,No
Low,> Five,> Five,Medium,Yes
Low,> Five,> Five,High,Yes
